Name,Index,Close,Var,indic1,indic2,indic3,indic4,indic5,indic6
ACCOR HOTELS,1203,19.61,-0.002543196,-0.9946538,-0.9954687,-0.9754176,-0.9234351,-0.4269506,-0.2307111
ACCOR HOTELS,1204,20.1,0.02498724,-0.874827,-0.8907475,-0.8854124,-0.626379,-0.3431661,-0.1918035
ACCOR HOTELS,1205,19.85,-0.01243781,-0.8774136,-0.8903279,-0.8926018,-0.6816501,-0.3696937,-0.2071989
ACCOR HOTELS,1206,19.55,-0.01511341,-0.9387068,-0.945164,-0.9463009,-0.7555192,-0.4030258,-0.226098
ACCOR HOTELS,1207,19.76,0.01074174,-0.8669139,-0.9248545,-0.9298513,-0.5938693,-0.3603755,-0.2075003
ACCOR HOTELS,1208,19.98,0.01113357,-0.7237009,-0.8647,-0.8762658,-0.4404969,-0.3172117,-0.1883676
ACCOR HOTELS,1209,20.59,0.03053056,-0.3545332,-0.6959862,-0.7236997,-0.1217661,-0.2170838,-0.1408093
ACCOR HOTELS,1210,20.58,-0.0004856838,-0.07842942,-0.6139022,-0.6494786,-0.1148735,-0.2119126,-0.1394124
ACCOR HOTELS,1211,20.47,-0.005345025,0.03221374,-0.5978602,-0.6350486,-0.1544041,-0.2218231,-0.1454028
ACCOR HOTELS,1212,20.87,0.01954087,0.36772,-0.4989298,-0.545359,0.04343427,-0.1551617,-0.1137087
ACCOR HOTELS,1213,21.38,0.02443691,0.6838602,-0.333556,-0.39536,0.2722512,-0.07386015,-0.07429598
ACCOR HOTELS,1214,20.93,-0.02104766,0.596029,-0.3531415,-0.4131437,0.04066372,-0.1389981,-0.1063768
ACCOR HOTELS,1215,20.86,-0.003344467,0.5138623,-0.3788432,-0.4364685,0.004820866,-0.1451427,-0.1099043
ACCOR HOTELS,1216,20.25,-0.0292426,0.1394452,-0.5303306,-0.5739042,-0.2742679,-0.2323523,-0.153374
ACCOR HOTELS,1217,20.57,0.01580245,0.1270999,-0.5333471,-0.5766428,-0.1022688,-0.1770078,-0.1273447
ACCOR HOTELS,1218,20.15,-0.02041809,-0.1085809,-0.6303099,-0.66461,-0.2851839,-0.2349497,-0.1565818
ACCOR HOTELS,1219,20.21,0.002977641,-0.1936348,-0.6651551,-0.6962225,-0.2311718,-0.2186971,-0.1497726
ACCOR HOTELS,1220,19.66,-0.02721421,-0.5367078,-0.8075774,-0.8254308,-0.4631195,-0.2954455,-0.1884871
ACCOR HOTELS,1221,19.73,0.003560513,-0.7276564,-0.8628796,-0.8756019,-0.3885507,-0.2759577,-0.1804985
ACCOR HOTELS,1222,19.74,0.000506854,-0.8173166,-0.8882578,-0.8986256,-0.3482689,-0.2661209,-0.1770893
ACCOR HOTELS,1223,19.82,0.004052681,-0.8156351,-0.8827652,-0.8936426,-0.278892,-0.2458405,-0.1684758
ACCOR HOTELS,1224,19.85,0.001513657,-0.7973521,-0.8711247,-0.8849654,-0.2389975,-0.2337658,-0.1637217
ACCOR HOTELS,1225,19.21,-0.03224188,-0.898676,-0.9355624,-0.9424827,-0.516832,-0.32503,-0.2093754
ACCOR HOTELS,1226,19.67,0.02394591,-0.7373559,-0.8679979,-0.8826092,-0.2532457,-0.2444463,-0.1717029
ACCOR HOTELS,1227,20.05,0.01931872,-0.4815812,-0.7513902,-0.7794549,-0.05015318,-0.1782425,-0.1404972
ACCOR HOTELS,1228,20.63,0.02892768,0.08479019,-0.5536997,-0.6161244,0.2282626,-0.08286397,-0.09455781
ACCOR HOTELS,1229,21.14,0.02472129,0.542395,-0.3392083,-0.4361932,0.44508,-0.001136435,-0.05452166
ACCOR HOTELS,1230,20.87,-0.01277193,0.6313019,-0.2931866,-0.3982504,0.275153,-0.04296856,-0.07407084
ACCOR HOTELS,1231,21.31,0.02108283,0.8156509,-0.1693207,-0.2945009,0.4529264,0.02666578,-0.03959197
ACCOR HOTELS,1232,21,-0.01454714,0.7602066,-0.1778421,-0.3023563,0.2645788,-0.02228162,-0.06243537
ACCOR HOTELS,1233,21.16,0.007619041,0.8086749,-0.1457392,-0.2754555,0.3127869,0.003266186,-0.04931313
ACCOR HOTELS,1234,21.29,0.006143718,0.8948144,0.2974235,-0.2369567,0.3420755,0.02331802,-0.03866328
ACCOR HOTELS,1235,21.33,0.00187877,0.9474072,0.535741,-0.2100004,0.3268971,0.02874011,-0.03500209
ACCOR HOTELS,1236,21.29,-0.001875247,0.9548361,0.6381637,-0.2042291,0.2765828,0.02159325,-0.03747472
ACCOR HOTELS,1237,21.55,0.01221223,0.9774181,0.798161,-0.1512476,0.3682496,0.06114497,-0.01713272
ACCOR HOTELS,1238,22.1,0.0255221,0.9887091,0.8990805,-0.01878357,0.5813479,0.1441215,0.02489131
ACCOR HOTELS,1239,21.95,-0.006787313,0.9424517,0.8976373,0.01854691,0.4556866,0.1160585,0.01310082
ACCOR HOTELS,1240,22.05,0.004555739,0.9506491,0.9315172,0.05647957,0.4554701,0.1275428,0.02046146
ACCOR HOTELS,1241,21.68,-0.01678,0.7704465,0.82043,0.004155197,0.2447636,0.06623169,-0.007949939
ACCOR HOTELS,1242,22.39,0.03274903,0.8852234,0.910215,0.1147943,0.5376906,0.1732257,0.04603607
